Date,Competition,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year
2018-10-31,Bundesliga,Chelsea,Barcelona,3,0,54,44,21,25,10,2,11,9,Home Team,2017
2020-05-16,UEFA Champions League,Barcelona,AC Milan,0,0,57,50,24,12,5,10,8,7,Away Team,2020
2018-03-01,Bundesliga,Chelsea,Juventus,3,0,66,45,25,21,3,8,9,10,Home Team,2022
2024-11-30,Serie A,Manchester City,Bayern Munich,0,3,55,42,22,17,4,7,6,13,Away Team,2025
2018-09-19,Premier League,Chelsea,Man City,1,4,51,30,22,17,8,2,11,14,Away Team,2023
2025-06-17,Bundesliga,Chelsea,Borussia Dortmund,4,3,56,47,11,23,9,7,15,6,Draw,2020
2025-12-29,Premier League,Arsenal,AC Milan,5,0,63,46,14,21,2,6,10,13,Home Team,2016
2016-12-02,La Liga,PSG,Bayern Munich,2,3,40,46,9,6,3,10,13,9,Home Team,2023
2019-11-25,Premier League,Bayern Munich,Paris Saint-Germain,4,3,60,46,17,17,9,9,7,10,Away Team,2025
2018-02-09,UEFA Champions League,Barcelona,Man City,4,5,42,31,16,19,5,4,10,15,Draw,2019
2016-03-12,UEFA Champions League,Juventus,Borussia Dortmund,3,1,55,38,22,7,10,5,14,11,Home Team,2020
2016-02-10,Serie A,Manchester City,AC Milan,2,3,42,39,16,7,4,7,13,15,Away Team,2024
2020-12-20,Premier League,Chelsea,Liverpool,4,3,54,54,24,23,8,4,14,11,Draw,2025
2015-09-10,La Liga,Juventus,Barcelona,3,0,60,55,25,18,5,3,14,5,Home Team,2016
2019-04-22,Serie A,Real Madrid,Liverpool,0,4,61,42,16,15,6,9,6,13,Home Team,2015
2017-06-12,UEFA Champions League,PSG,Chelsea,3,5,60,33,10,23,9,8,11,7,Away Team,2015
2024-11-07,La Liga,Liverpool,Man City,2,3,45,42,24,18,5,7,6,12,Home Team,2024
2018-10-16,Premier League,Chelsea,Chelsea,1,3,51,42,6,17,8,7,15,11,Away Team,2018
2017-03-17,La Liga,PSG,Paris Saint-Germain,0,3,41,34,17,22,4,7,5,11,Draw,2021
2018-08-29,Bundesliga,Chelsea,Arsenal,4,3,62,38,14,6,3,3,9,12,Away Team,2025
2023-07-11,Bundesliga,Chelsea,Barcelona,0,0,69,36,17,8,5,2,8,12,Home Team,2018
2021-02-24,UEFA Champions League,Barcelona,Liverpool,3,5,54,56,16,15,8,8,15,7,Home Team,2017
2018-01-31,UEFA Champions League,Manchester City,Paris Saint-Germain,4,4,65,33,10,9,4,8,11,9,Draw,2015
2021-06-05,Bundesliga,Arsenal,Bayern Munich,2,5,42,59,19,12,7,4,5,10,Away Team,2022
2020-03-31,Bundesliga,PSG,Borussia Dortmund,2,5,49,38,14,5,10,6,8,13,Away Team,2020
2021-07-25,Premier League,Real Madrid,Bayern Munich,5,5,52,36,13,12,2,9,15,10,Draw,2021
2018-02-28,La Liga,Bayern Munich,Paris Saint-Germain,0,4,60,50,9,20,4,9,9,15,Draw,2024
2021-03-24,UEFA Champions League,AC Milan,Man City,1,4,63,35,10,22,6,7,7,10,Home Team,2024
2019-10-02,Serie A,Juventus,Liverpool,4,1,57,41,11,8,10,9,14,11,Away Team,2024
2018-01-09,Premier League,Chelsea,Arsenal,5,4,58,36,22,11,7,9,15,5,Draw,2021
2023-12-06,Premier League,Manchester City,Liverpool,2,5,66,56,9,20,6,6,9,5,Draw,2017
2023-08-02,Serie A,Chelsea,Borussia Dortmund,0,4,63,53,20,11,9,4,12,8,Draw,2021
2021-06-15,Serie A,Manchester City,Borussia Dortmund,1,2,68,30,22,18,7,4,12,13,Draw,2022
2018-05-15,Bundesliga,Chelsea,Arsenal,3,2,51,37,17,19,7,5,14,10,Home Team,2021
2016-09-15,La Liga,Arsenal,Liverpool,2,2,55,39,21,13,2,3,14,6,Away Team,2022
2022-05-23,Serie A,Real Madrid,Barcelona,5,5,52,33,16,20,7,5,9,15,Draw,2016
2018-06-08,UEFA Champions League,Liverpool,Bayern Munich,3,4,49,53,20,6,9,10,10,10,Away Team,2023
2021-09-27,Premier League,Real Madrid,Arsenal,2,5,50,47,13,12,10,2,14,13,Away Team,2017
2022-06-22,Bundesliga,Real Madrid,Barcelona,0,0,59,52,7,25,2,10,8,8,Draw,2016
2022-11-07,Serie A,Real Madrid,Arsenal,3,0,53,39,23,12,3,8,8,12,Draw,2025
2019-08-21,Serie A,Juventus,Chelsea,5,5,68,50,25,13,3,6,7,6,Away Team,2023
2020-03-08,Serie A,PSG,AC Milan,0,0,67,55,20,10,9,7,15,14,Home Team,2017
2024-03-28,Serie A,Real Madrid,Man City,2,1,54,59,21,19,8,4,8,15,Away Team,2016
2023-10-25,La Liga,Barcelona,Man City,3,3,59,37,19,14,3,8,10,14,Home Team,2015
2022-01-16,Premier League,Liverpool,Paris Saint-Germain,4,1,42,53,12,23,3,6,7,9,Draw,2020
2015-05-21,Bundesliga,Bayern Munich,Juventus,3,4,62,40,11,5,6,6,12,13,Draw,2018
2017-06-19,Premier League,AC Milan,Man City,5,4,54,45,17,23,2,7,9,5,Home Team,2024
2015-07-17,Bundesliga,Arsenal,Man City,5,3,53,57,12,24,4,8,14,11,Away Team,2021
2017-02-24,La Liga,Arsenal,Liverpool,0,1,46,40,19,25,10,4,11,6,Home Team,2017
2018-08-03,La Liga,Barcelona,Barcelona,1,4,57,53,24,20,9,10,8,14,Draw,2024
2023-06-07,Serie A,Barcelona,Borussia Dortmund,2,1,42,49,8,17,8,5,10,13,Draw,2025
2019-05-31,UEFA Champions League,Juventus,Man City,5,0,40,50,16,22,7,10,7,8,Away Team,2024
2015-02-16,Bundesliga,Manchester City,Liverpool,3,4,62,48,10,16,6,2,11,12,Home Team,2020
2023-10-16,UEFA Champions League,Manchester City,Juventus,2,2,40,40,10,16,7,3,6,7,Away Team,2025
2022-09-22,UEFA Champions League,Liverpool,Man City,5,5,42,50,25,24,4,7,13,10,Home Team,2017
2023-03-23,Serie A,Arsenal,Borussia Dortmund,5,0,62,39,21,17,10,10,12,13,Home Team,2020
2020-02-06,Bundesliga,Juventus,Man City,1,4,60,60,11,8,2,9,12,6,Draw,2022
2020-04-23,La Liga,Barcelona,Paris Saint-Germain,3,3,60,60,11,9,6,4,9,14,Home Team,2021
2021-03-07,UEFA Champions League,AC Milan,AC Milan,1,1,57,38,6,8,5,2,5,14,Home Team,2016
2018-11-07,Bundesliga,Liverpool,Barcelona,0,1,48,41,15,6,3,7,14,6,Home Team,2021
2022-05-22,Bundesliga,AC Milan,AC Milan,4,2,60,53,22,23,8,2,12,7,Draw,2018
2024-03-16,La Liga,Real Madrid,Man City,4,5,51,34,5,21,7,4,11,5,Draw,2023
2021-05-02,La Liga,Arsenal,Liverpool,2,1,52,54,25,23,6,4,15,9,Home Team,2018
2022-11-29,UEFA Champions League,Juventus,Bayern Munich,4,5,41,40,12,16,2,6,7,5,Away Team,2024
2022-05-25,UEFA Champions League,Liverpool,Paris Saint-Germain,5,2,45,51,10,6,8,2,9,15,Home Team,2025
2024-02-29,Bundesliga,Arsenal,AC Milan,5,4,68,58,13,17,6,5,9,8,Home Team,2016
2018-02-16,Bundesliga,PSG,Arsenal,1,2,40,43,19,16,10,8,14,7,Draw,2020
2016-10-28,Premier League,AC Milan,Liverpool,3,4,47,33,15,17,6,7,11,6,Home Team,2022
2019-05-20,Premier League,Barcelona,Borussia Dortmund,5,2,59,40,12,18,9,7,15,11,Draw,2025
2016-10-02,Serie A,Liverpool,AC Milan,3,0,50,39,20,22,10,4,6,14,Draw,2019
2017-08-10,Premier League,AC Milan,Paris Saint-Germain,5,5,63,57,9,21,4,4,11,9,Home Team,2019
2016-12-08,UEFA Champions League,Liverpool,Liverpool,1,0,44,30,20,18,2,5,8,11,Draw,2016
2021-07-04,Bundesliga,Liverpool,Arsenal,3,4,67,45,25,12,9,10,15,12,Draw,2020
2018-12-03,UEFA Champions League,AC Milan,Bayern Munich,5,4,65,39,22,13,4,2,14,11,Home Team,2023
2024-02-06,La Liga,Manchester City,AC Milan,1,3,53,37,24,15,4,10,15,6,Draw,2021
2022-01-12,Bundesliga,Real Madrid,AC Milan,5,4,44,41,9,16,6,5,14,6,Away Team,2025
2025-01-26,Premier League,Manchester City,Chelsea,1,5,67,60,6,9,10,5,10,7,Draw,2023
2022-03-01,Premier League,Arsenal,Liverpool,4,5,62,31,25,7,7,5,15,13,Draw,2023
2021-03-24,Bundesliga,Manchester City,Chelsea,3,4,43,43,19,23,5,10,8,8,Draw,2016
2015-12-15,UEFA Champions League,Chelsea,Barcelona,3,2,42,35,9,19,10,2,8,12,Draw,2023
2021-08-03,Premier League,Chelsea,Liverpool,5,1,59,33,17,22,3,5,13,14,Home Team,2023
2015-03-27,Serie A,Liverpool,AC Milan,5,5,47,54,18,17,3,7,7,15,Home Team,2020
2017-05-11,Premier League,Manchester City,Bayern Munich,0,1,43,41,21,17,5,3,11,5,Away Team,2021
2018-06-22,Bundesliga,Barcelona,Chelsea,1,3,46,60,9,12,6,10,8,5,Draw,2022
2022-12-27,La Liga,Real Madrid,Borussia Dortmund,0,1,65,59,10,20,5,7,11,8,Home Team,2024
2016-07-04,Bundesliga,Barcelona,Liverpool,5,5,65,44,24,13,2,5,14,5,Away Team,2015
2019-08-26,Premier League,Manchester City,Juventus,4,3,68,53,6,12,8,7,14,13,Draw,2015
2024-03-05,Serie A,Barcelona,Man City,2,5,53,59,12,25,4,6,10,6,Draw,2022
2024-09-26,Serie A,Chelsea,Juventus,2,4,48,38,21,6,10,4,14,12,Draw,2019
2025-04-15,Serie A,Barcelona,Man City,3,1,59,31,23,19,7,2,12,12,Draw,2020
2025-07-20,Serie A,Chelsea,Paris Saint-Germain,4,2,62,57,8,18,5,2,12,15,Home Team,2016
2021-09-23,Bundesliga,Barcelona,Chelsea,2,4,54,54,10,21,5,7,13,6,Home Team,2021
2025-08-05,Serie A,Liverpool,Paris Saint-Germain,1,4,45,34,5,6,6,4,8,5,Home Team,2015
2024-01-09,Bundesliga,PSG,AC Milan,4,4,41,56,21,6,7,8,10,8,Away Team,2022
2023-04-17,UEFA Champions League,Real Madrid,Man City,1,5,51,58,16,18,7,10,5,9,Home Team,2023
2020-11-05,UEFA Champions League,Juventus,Barcelona,1,3,43,50,12,14,6,9,12,9,Draw,2025
2021-01-26,Bundesliga,Real Madrid,Paris Saint-Germain,3,5,40,33,7,5,9,10,9,7,Home Team,2023
2022-04-06,UEFA Champions League,Barcelona,Arsenal,3,3,51,59,23,17,3,8,12,5,Away Team,2023
2020-07-25,Bundesliga,Barcelona,Borussia Dortmund,5,3,46,59,15,24,2,8,12,7,Draw,2022
2015-08-25,UEFA Champions League,PSG,AC Milan,5,1,54,47,9,20,7,6,5,7,Away Team,2016
2021-03-07,La Liga,Juventus,Paris Saint-Germain,1,5,47,55,17,12,3,9,11,7,Away Team,2019
2019-12-22,Premier League,Arsenal,Barcelona,1,5,65,48,20,12,8,6,14,13,Home Team,2018
2024-09-09,La Liga,Manchester City,Arsenal,1,2,64,41,20,10,7,10,11,11,Draw,2021
2025-06-18,La Liga,Arsenal,Borussia Dortmund,4,2,59,55,25,22,6,8,14,5,Away Team,2016
2019-01-30,La Liga,Liverpool,Liverpool,0,0,47,38,16,9,9,2,11,9,Draw,2018
2020-06-09,Premier League,PSG,Arsenal,0,5,66,41,22,5,8,5,11,6,Draw,2025
2016-06-20,Serie A,Manchester City,Borussia Dortmund,5,3,49,40,24,13,3,10,7,5,Draw,2024
2024-07-25,Serie A,Juventus,Man City,5,1,68,30,15,16,9,5,14,9,Draw,2022
2022-05-01,Bundesliga,Liverpool,Man City,4,5,52,55,18,12,7,7,11,7,Draw,2022
2025-09-15,Serie A,Real Madrid,AC Milan,5,3,40,52,8,5,6,9,10,6,Away Team,2020
2024-03-02,Bundesliga,Juventus,Barcelona,2,3,56,40,20,9,9,7,13,13,Home Team,2020
2023-11-21,Premier League,Bayern Munich,AC Milan,2,5,42,30,19,11,3,7,7,9,Home Team,2019
2022-06-17,Serie A,AC Milan,Paris Saint-Germain,3,2,43,39,20,18,2,7,10,5,Home Team,2016
2021-02-14,La Liga,Juventus,Bayern Munich,5,1,67,38,15,16,10,8,11,9,Home Team,2020
2021-07-15,Bundesliga,Manchester City,AC Milan,2,4,49,45,17,10,3,8,14,5,Away Team,2017
2017-09-14,UEFA Champions League,Juventus,Arsenal,5,1,47,42,17,20,8,7,13,9,Draw,2018
2022-07-27,UEFA Champions League,Juventus,Borussia Dortmund,5,3,40,41,15,18,4,2,12,10,Draw,2020
2024-06-17,Premier League,PSG,AC Milan,4,1,53,42,17,24,3,10,14,13,Away Team,2024
2020-07-24,Premier League,Manchester City,Arsenal,0,1,69,60,12,23,2,4,15,12,Away Team,2017
2023-11-14,UEFA Champions League,Juventus,Juventus,5,2,43,54,16,24,10,10,15,14,Away Team,2021
2015-08-31,Serie A,AC Milan,Paris Saint-Germain,1,4,44,57,9,8,2,3,13,12,Home Team,2019
2020-07-28,Bundesliga,Real Madrid,Barcelona,0,2,46,55,15,22,4,3,9,12,Home Team,2015
2023-09-18,Bundesliga,Liverpool,Borussia Dortmund,3,2,42,54,16,10,7,4,11,15,Home Team,2016
2022-06-24,Premier League,Juventus,Liverpool,3,2,47,57,13,5,6,10,8,15,Away Team,2020
2021-10-04,UEFA Champions League,Chelsea,Chelsea,4,2,69,41,18,24,10,10,12,13,Home Team,2021
2019-01-18,Serie A,Liverpool,Man City,4,5,70,47,12,23,4,8,11,14,Draw,2017
2025-03-24,Premier League,Bayern Munich,Barcelona,0,2,49,36,16,15,5,8,7,5,Away Team,2018
2016-02-27,Premier League,Chelsea,Bayern Munich,4,5,59,38,21,5,7,4,8,9,Draw,2021
2020-03-23,La Liga,Barcelona,Arsenal,5,5,67,56,23,17,3,8,14,14,Away Team,2017
2019-05-22,La Liga,Manchester City,Bayern Munich,4,5,66,33,8,6,6,9,7,15,Home Team,2025
2016-02-07,Premier League,Juventus,Juventus,2,0,41,41,16,11,9,6,8,9,Home Team,2021
2016-09-23,La Liga,AC Milan,Bayern Munich,1,4,44,49,7,15,4,4,7,15,Away Team,2020
2025-10-05,Premier League,PSG,Man City,0,5,45,46,19,10,10,10,7,12,Home Team,2022
2020-08-12,Bundesliga,Bayern Munich,Borussia Dortmund,0,4,57,31,15,11,3,4,7,12,Home Team,2017
2018-04-17,Serie A,Manchester City,Bayern Munich,3,5,49,36,24,16,3,3,13,8,Draw,2020
2016-02-23,UEFA Champions League,Chelsea,Liverpool,1,0,60,31,5,9,4,8,5,9,Draw,2016
2022-10-18,Serie A,Bayern Munich,Arsenal,5,2,62,31,20,9,9,2,11,11,Away Team,2015
2016-04-12,La Liga,Chelsea,AC Milan,1,2,52,45,16,17,7,5,10,5,Draw,2025
2016-12-31,La Liga,AC Milan,AC Milan,0,4,55,36,10,16,6,3,14,6,Away Team,2020
2019-12-28,UEFA Champions League,Barcelona,AC Milan,1,3,59,58,16,18,3,3,10,11,Away Team,2021
2018-10-20,UEFA Champions League,Arsenal,Man City,1,5,47,58,13,16,6,10,10,14,Away Team,2024
2020-10-08,Bundesliga,Real Madrid,Liverpool,0,1,56,43,5,13,5,7,8,11,Home Team,2017
2018-01-09,Bundesliga,Arsenal,Chelsea,3,2,65,45,9,16,4,6,11,11,Draw,2016
2018-04-13,Premier League,Manchester City,Liverpool,5,2,54,51,19,10,3,10,9,8,Draw,2022
2023-12-09,La Liga,Juventus,Liverpool,0,0,46,54,16,17,3,3,12,10,Home Team,2023
2023-12-28,UEFA Champions League,Manchester City,Juventus,2,3,54,42,8,23,5,4,6,9,Home Team,2018
2015-12-04,UEFA Champions League,AC Milan,Borussia Dortmund,1,1,59,60,17,14,10,7,7,12,Draw,2020
2018-01-05,Serie A,Bayern Munich,Juventus,5,3,43,53,17,13,9,4,12,12,Draw,2025
2021-11-17,Premier League,AC Milan,Arsenal,2,3,44,41,5,11,6,5,13,15,Away Team,2018
2024-11-16,UEFA Champions League,Barcelona,Arsenal,0,4,66,46,11,12,6,8,8,11,Draw,2015
2017-11-23,UEFA Champions League,Manchester City,Bayern Munich,3,1,50,43,11,23,7,4,10,14,Away Team,2023
2020-01-30,UEFA Champions League,Chelsea,Bayern Munich,1,0,66,58,11,17,5,9,15,11,Draw,2019
2025-09-15,Serie A,Juventus,Bayern Munich,3,3,51,35,24,13,10,8,15,5,Draw,2020
2022-11-27,La Liga,AC Milan,Arsenal,4,2,58,52,14,21,4,4,15,11,Draw,2020
2016-05-20,Premier League,PSG,AC Milan,4,3,53,39,7,8,7,10,6,13,Away Team,2021
2022-01-10,Serie A,Chelsea,Arsenal,0,4,45,47,22,19,2,9,9,15,Away Team,2022
2022-01-30,Serie A,Chelsea,Juventus,3,0,43,56,13,9,9,4,5,15,Home Team,2023
2019-05-28,Premier League,Barcelona,Juventus,4,0,65,60,6,12,10,6,6,13,Away Team,2016
2015-10-25,Premier League,Real Madrid,Paris Saint-Germain,1,1,40,34,18,19,7,9,10,11,Draw,2023
2018-08-12,Premier League,Juventus,Arsenal,2,2,67,33,12,15,2,8,8,10,Away Team,2017
2024-04-19,Premier League,AC Milan,Borussia Dortmund,0,1,68,53,9,6,9,9,13,7,Away Team,2022
2023-01-14,Premier League,Manchester City,Chelsea,2,1,60,35,14,19,9,4,15,14,Draw,2021
2021-12-15,Premier League,Barcelona,Juventus,1,0,43,47,6,8,5,10,9,6,Draw,2019
2023-03-26,UEFA Champions League,AC Milan,Man City,1,5,50,59,18,17,7,10,7,13,Away Team,2015
2025-06-04,Serie A,Bayern Munich,Man City,0,1,51,31,12,7,9,8,8,10,Home Team,2021
2023-06-24,Bundesliga,AC Milan,Juventus,0,2,67,38,19,16,7,6,5,12,Home Team,2023
2015-11-22,UEFA Champions League,Bayern Munich,Bayern Munich,5,0,66,44,18,10,4,3,14,8,Home Team,2020
2021-08-14,Serie A,Juventus,Liverpool,1,5,54,53,6,17,3,6,7,13,Draw,2015
2018-05-15,Premier League,Arsenal,Barcelona,3,2,48,32,6,13,5,10,6,9,Home Team,2017
2017-09-14,La Liga,Chelsea,Juventus,5,5,66,59,5,5,5,9,5,15,Draw,2019
2023-04-16,La Liga,Juventus,AC Milan,1,0,56,35,20,6,3,6,14,9,Home Team,2015
2023-09-09,Bundesliga,AC Milan,Juventus,3,3,67,40,7,11,4,10,8,13,Home Team,2017
2018-08-14,Bundesliga,Manchester City,Arsenal,0,5,43,50,8,5,10,6,10,6,Home Team,2020
2016-04-19,La Liga,Juventus,AC Milan,2,2,56,58,20,17,4,10,12,12,Draw,2015
2017-12-13,UEFA Champions League,Manchester City,Borussia Dortmund,2,4,49,60,24,19,4,9,7,9,Home Team,2025
2020-01-07,Premier League,Real Madrid,Man City,2,0,70,39,15,18,9,6,6,8,Draw,2017
2025-06-28,UEFA Champions League,Bayern Munich,Juventus,5,4,70,44,25,14,10,5,15,11,Draw,2015
2020-01-21,La Liga,Chelsea,Juventus,3,5,47,46,5,12,4,2,6,10,Away Team,2023
2025-08-18,Bundesliga,Arsenal,Barcelona,1,3,42,42,8,7,9,10,11,11,Away Team,2018
2015-06-11,La Liga,Chelsea,Barcelona,0,3,63,39,25,25,8,5,5,5,Away Team,2022
2015-05-23,Bundesliga,Real Madrid,Chelsea,0,2,53,31,15,20,9,5,9,13,Home Team,2018
2019-02-09,UEFA Champions League,PSG,Juventus,3,5,68,41,8,18,7,7,8,5,Away Team,2018
2024-08-22,Serie A,Real Madrid,Bayern Munich,1,0,55,36,19,23,9,6,8,12,Away Team,2015
2018-12-01,Bundesliga,PSG,Barcelona,5,3,57,54,8,25,5,9,12,11,Draw,2019
2018-11-28,Bundesliga,Manchester City,Juventus,1,1,60,56,17,16,5,2,11,11,Draw,2019
2017-06-09,Bundesliga,Barcelona,Paris Saint-Germain,1,3,58,40,12,22,2,2,13,7,Home Team,2024
2020-09-17,Bundesliga,Bayern Munich,Borussia Dortmund,5,5,43,31,22,9,4,4,10,15,Draw,2020
2024-06-05,Bundesliga,Barcelona,Arsenal,1,5,66,51,11,23,7,5,13,6,Draw,2017
2021-03-22,Serie A,Bayern Munich,Liverpool,4,0,49,45,8,22,8,6,7,5,Draw,2020
2024-01-18,Premier League,Barcelona,Man City,4,3,70,48,21,5,10,5,9,5,Home Team,2016
2025-10-27,Premier League,Chelsea,Paris Saint-Germain,3,0,66,50,20,6,2,6,7,13,Draw,2016
2020-04-19,La Liga,Barcelona,Paris Saint-Germain,5,5,58,53,7,15,7,2,8,11,Draw,2019
2025-02-23,Premier League,Barcelona,Paris Saint-Germain,4,5,57,41,23,7,8,9,11,14,Home Team,2018
2015-03-21,UEFA Champions League,Manchester City,Paris Saint-Germain,4,4,53,39,15,14,6,9,7,14,Away Team,2025
2018-05-30,Bundesliga,Arsenal,Man City,3,5,45,34,13,18,6,3,9,9,Away Team,2021
2018-09-26,La Liga,PSG,Bayern Munich,4,1,65,54,19,16,4,10,7,13,Away Team,2023
2024-05-12,UEFA Champions League,Bayern Munich,AC Milan,2,1,45,58,18,18,7,3,14,15,Home Team,2022
2015-11-07,Bundesliga,Manchester City,Arsenal,0,1,56,39,9,22,7,4,11,6,Draw,2022
2021-11-11,Serie A,Barcelona,Paris Saint-Germain,2,1,49,59,25,15,9,8,7,12,Home Team,2016
2019-08-06,Serie A,Arsenal,AC Milan,3,3,45,39,17,21,5,5,14,12,Draw,2019
2019-01-29,Bundesliga,Real Madrid,AC Milan,5,1,43,44,8,16,4,9,11,5,Draw,2023
2021-03-09,La Liga,Real Madrid,Bayern Munich,0,3,62,50,15,13,4,7,7,13,Away Team,2015
2024-03-10,Premier League,AC Milan,Paris Saint-Germain,4,4,61,39,14,12,7,9,10,7,Draw,2023
2019-06-27,UEFA Champions League,Barcelona,Man City,4,3,66,37,20,23,5,5,11,11,Away Team,2017
2017-07-20,Premier League,Bayern Munich,Juventus,2,0,56,32,18,15,8,5,13,9,Away Team,2022
2019-08-19,UEFA Champions League,AC Milan,Chelsea,1,3,57,32,22,16,3,9,9,10,Draw,2017
2019-09-22,Serie A,Bayern Munich,Liverpool,4,0,70,33,14,22,9,2,14,6,Away Team,2025
2017-02-07,UEFA Champions League,Chelsea,AC Milan,1,2,43,59,25,7,8,5,5,6,Draw,2017
2021-08-11,Serie A,PSG,AC Milan,0,4,40,60,8,18,3,9,8,15,Draw,2020
2023-08-25,UEFA Champions League,Chelsea,Juventus,0,5,58,47,21,20,7,10,11,9,Draw,2015
2020-08-24,Serie A,Arsenal,Man City,3,0,42,60,13,9,10,6,13,8,Away Team,2025
2020-10-14,Premier League,Liverpool,Liverpool,0,3,43,50,10,15,2,4,6,12,Away Team,2016
2024-08-23,La Liga,Liverpool,Liverpool,5,5,53,56,16,11,10,6,14,7,Home Team,2023
2016-03-14,La Liga,Arsenal,Bayern Munich,2,1,69,38,19,16,2,5,8,6,Home Team,2021
2022-09-16,Premier League,Manchester City,Liverpool,3,0,51,42,8,9,5,3,12,7,Draw,2024
2016-04-01,Premier League,Chelsea,Man City,3,3,64,50,19,8,3,2,9,12,Away Team,2023
2024-05-05,Serie A,Real Madrid,Barcelona,2,0,69,37,24,19,2,2,6,14,Home Team,2019
2024-12-16,La Liga,Real Madrid,AC Milan,4,0,60,58,10,18,10,8,12,5,Home Team,2023
2016-07-28,Premier League,Manchester City,AC Milan,5,3,67,42,13,13,5,5,6,5,Home Team,2018
2022-05-13,La Liga,Bayern Munich,Chelsea,5,2,55,52,7,9,6,10,14,5,Home Team,2023
2021-07-24,Serie A,PSG,Chelsea,3,2,55,56,10,17,10,8,12,11,Draw,2025
2018-02-19,Premier League,Juventus,Chelsea,5,3,40,49,10,16,8,10,15,14,Home Team,2021
2019-10-24,La Liga,Liverpool,Liverpool,0,2,62,52,8,11,4,6,7,9,Away Team,2016
2024-07-17,Serie A,Juventus,Bayern Munich,5,4,68,46,21,12,10,5,7,8,Draw,2025
2022-12-10,UEFA Champions League,Juventus,Liverpool,4,1,48,43,20,21,5,3,13,10,Home Team,2020
2019-08-11,Premier League,AC Milan,Man City,0,5,42,37,10,20,6,5,13,15,Away Team,2018
2017-12-06,Bundesliga,PSG,Liverpool,0,2,61,44,18,12,10,5,13,15,Home Team,2022
2015-04-18,Bundesliga,Manchester City,AC Milan,3,0,42,30,25,5,7,8,5,8,Away Team,2023
2021-03-05,UEFA Champions League,Bayern Munich,Borussia Dortmund,4,2,62,32,16,20,5,4,8,6,Away Team,2018
2025-04-02,UEFA Champions League,Arsenal,Liverpool,3,5,51,34,13,24,3,5,10,13,Away Team,2015
2018-08-14,La Liga,PSG,Borussia Dortmund,5,3,44,41,6,12,4,3,8,7,Away Team,2015
2016-01-13,La Liga,Arsenal,Juventus,0,5,68,57,11,20,5,2,13,11,Away Team,2019
2021-06-18,La Liga,PSG,Arsenal,4,0,61,55,5,10,5,2,14,11,Away Team,2023
2025-11-01,UEFA Champions League,Juventus,Barcelona,1,4,52,60,15,15,8,10,11,7,Draw,2015
2025-12-07,Premier League,Bayern Munich,Bayern Munich,0,2,42,57,12,18,5,9,13,9,Away Team,2017
2015-05-29,Bundesliga,Barcelona,Juventus,4,5,49,47,14,11,2,8,11,11,Away Team,2025
2023-01-07,Serie A,Liverpool,Paris Saint-Germain,3,4,65,55,24,13,7,5,12,8,Away Team,2019
2025-11-07,UEFA Champions League,Real Madrid,Man City,1,4,66,36,11,16,5,6,7,14,Home Team,2021
2024-01-27,La Liga,Real Madrid,Man City,4,2,40,37,12,18,6,4,14,14,Home Team,2021
2022-03-18,Bundesliga,Juventus,Juventus,4,4,51,38,14,18,6,4,9,10,Home Team,2022
2020-06-04,Bundesliga,Real Madrid,Bayern Munich,0,5,56,35,25,16,9,9,6,13,Draw,2025
2016-12-27,Bundesliga,AC Milan,AC Milan,2,2,45,59,8,23,10,2,6,12,Draw,2023
2025-04-19,UEFA Champions League,Juventus,Paris Saint-Germain,5,0,45,55,10,25,3,3,15,6,Home Team,2021
2023-03-14,Serie A,Chelsea,Chelsea,0,5,69,33,6,24,2,10,12,8,Away Team,2018
2018-11-20,Serie A,Arsenal,Arsenal,3,1,62,43,5,10,9,3,8,5,Draw,2018
2016-08-24,Serie A,Juventus,AC Milan,1,4,56,31,17,21,8,6,10,5,Home Team,2021
2018-06-28,UEFA Champions League,Arsenal,Bayern Munich,4,0,40,56,12,22,8,5,15,7,Draw,2016
2024-05-25,UEFA Champions League,Real Madrid,Borussia Dortmund,5,2,68,49,25,23,8,5,10,9,Draw,2021
2020-01-27,Bundesliga,AC Milan,Juventus,3,0,48,55,11,16,9,3,8,14,Away Team,2020
2025-11-26,UEFA Champions League,Real Madrid,Liverpool,4,2,69,47,14,18,9,3,5,6,Away Team,2015
2020-11-25,UEFA Champions League,Juventus,Arsenal,5,1,48,48,18,15,5,5,6,7,Draw,2023
2023-08-26,UEFA Champions League,Barcelona,Chelsea,3,3,56,57,17,20,10,9,15,15,Draw,2022
2017-12-25,Serie A,Liverpool,Borussia Dortmund,3,5,46,41,24,10,9,3,14,9,Draw,2024
2016-09-29,Serie A,Manchester City,Juventus,0,2,48,37,9,22,2,3,9,8,Away Team,2015
2020-09-21,La Liga,Real Madrid,AC Milan,0,3,70,40,16,15,9,10,15,9,Away Team,2018
2017-10-07,Serie A,Chelsea,AC Milan,2,1,44,31,17,8,2,6,6,14,Away Team,2019
2025-07-24,Serie A,Bayern Munich,Liverpool,0,4,49,49,14,11,10,9,13,6,Away Team,2020
2017-11-30,Premier League,Liverpool,Borussia Dortmund,2,0,57,32,25,13,5,6,13,6,Draw,2021
2021-02-26,Premier League,Real Madrid,Chelsea,2,1,68,53,14,21,2,2,9,15,Draw,2019
